"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Extraction de pétrole brut (NAF rév. 2, niveau groupe, poste 06.1)";"Codes"
"idBank";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";"";"010767578";""
"Mises à jour";"04/04/2025 08:45";"";"05/03/2025 08:45";"";"05/02/2025 08:45";"";"10/01/2025 08:45";"";"05/12/2024 08:45";"";"05/11/2024 08:45";"";"04/10/2024 08:45";"";"06/09/2024 08:45";"";"02/08/2024 08:45";"";"05/07/2024 08:45";"";"05/06/2024 08:45";"";"03/05/2024 08:45";"";"05/04/2024 08:45";"";"05/03/2024 08:45";""
"Période";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025-02";"79.51";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2025-01";"75.78";"A";"75.36";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-12";"81.32";"A";"80.91";"A";"81.68";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-11";"81.2";"A";"80.89";"A";"81.31";"A";"81.3";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-10";"82.66";"A";"82.49";"A";"82.75";"A";"82.74";"A";"82.76";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-09";"83.77";"A";"83.72";"A";"83.89";"A";"83.87";"A";"83.88";"A";"84.6";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-08";"82.3";"A";"82.4";"A";"82.4";"A";"82.43";"A";"82.42";"A";"82.62";"A";"82.36";"A";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2024-07";"84.74";"A";"84.87";"A";"84.88";"A";"84.87";"A";"84.85";"A";"85.08";"A";"84.82";"A";"85.28";"A";"";"";"";"";"";"";"";"";"";"";"";""
"2024-06";"86.05";"A";"86.1";"A";"85.92";"A";"85.94";"A";"85.92";"A";"86.07";"A";"85.82";"A";"86.11";"A";"86.17";"A";"";"";"";"";"";"";"";"";"";""
"2024-05";"86.2";"A";"86.21";"A";"86.01";"A";"86.04";"A";"86.02";"A";"86.07";"A";"85.88";"A";"86.09";"A";"86.12";"A";"86.39";"A";"";"";"";"";"";"";"";""
"2024-04";"85.06";"A";"85.3";"A";"85.15";"A";"85.19";"A";"85.18";"A";"85.22";"A";"85.1";"A";"85.25";"A";"85.25";"A";"85.37";"A";"84.95";"A";"";"";"";"";"";""
"2024-03";"85.89";"A";"86.36";"A";"86.29";"A";"86.3";"A";"86.3";"A";"85.9";"A";"86.1";"A";"86.07";"A";"86.05";"A";"86.24";"A";"85.81";"A";"86.25";"A";"";"";"";""
"2024-02";"85.96";"A";"86.1";"A";"85.4";"A";"85.45";"A";"85.46";"A";"85.39";"A";"85.3";"A";"85.28";"A";"85.25";"A";"85.29";"A";"85.0";"A";"84.88";"A";"84.5";"A";"";""
"2024-01";"87.72";"A";"87.35";"A";"87.19";"A";"87.06";"A";"87.06";"A";"86.86";"A";"86.88";"A";"86.81";"A";"86.75";"A";"86.76";"A";"86.8";"A";"86.9";"A";"86.52";"A";"86.92";"A"
"2023-12";"89.37";"A";"88.94";"A";"89.38";"A";"89.35";"A";"89.41";"A";"89.3";"A";"89.29";"A";"89.22";"A";"89.18";"A";"89.16";"A";"89.12";"A";"89.28";"A";"89.08";"A";"89.31";"A"
"2023-11";"89.41";"A";"89.16";"A";"89.54";"A";"89.56";"A";"89.55";"A";"89.19";"A";"89.28";"A";"89.29";"A";"89.25";"A";"89.25";"A";"89.29";"A";"89.37";"A";"89.21";"A";"89.34";"A"
"2023-10";"89.22";"A";"89.12";"A";"89.44";"A";"89.43";"A";"89.44";"A";"89.1";"A";"89.41";"A";"89.4";"A";"89.39";"A";"89.36";"A";"89.37";"A";"89.44";"A";"89.38";"A";"89.48";"A"
"2023-09";"89.24";"A";"89.13";"A";"89.18";"A";"89.15";"A";"89.16";"A";"89.81";"A";"90.13";"A";"89.64";"A";"89.66";"A";"89.64";"A";"89.48";"A";"89.55";"A";"89.76";"A";"89.64";"A"
"2023-08";"91.91";"A";"92.0";"A";"91.93";"A";"91.96";"A";"91.94";"A";"92.14";"A";"91.94";"A";"91.48";"A";"91.48";"A";"91.42";"A";"91.45";"A";"91.45";"A";"91.48";"A";"91.5";"A"
"2023-07";"90.84";"A";"90.93";"A";"90.96";"A";"90.96";"A";"90.94";"A";"91.14";"A";"90.9";"A";"91.22";"A";"91.32";"A";"91.07";"A";"91.06";"A";"90.97";"A";"91.01";"A";"91.0";"A"
"2023-06";"90.4";"A";"90.44";"A";"90.22";"A";"90.26";"A";"90.24";"A";"90.41";"A";"90.22";"A";"90.53";"A";"90.58";"A";"90.39";"A";"90.9";"A";"90.76";"A";"90.74";"A";"90.69";"A"
"2023-05";"94.66";"A";"94.71";"A";"94.48";"A";"94.48";"A";"94.47";"A";"94.44";"A";"94.22";"A";"94.41";"A";"94.43";"A";"94.64";"A";"95.07";"A";"94.62";"A";"94.54";"A";"94.55";"A"
"2023-04";"90.5";"A";"90.66";"A";"90.43";"A";"90.45";"A";"90.45";"A";"90.45";"A";"90.31";"A";"90.39";"A";"90.41";"A";"90.5";"A";"90.15";"A";"89.85";"A";"90.07";"A";"90.02";"A"
"2023-03";"84.86";"A";"85.15";"A";"85.11";"A";"85.12";"A";"85.12";"A";"84.7";"A";"84.97";"A";"84.99";"A";"84.97";"A";"85.17";"A";"84.81";"A";"85.23";"A";"85.52";"A";"85.12";"A"
"2023-02";"90.15";"A";"90.39";"A";"89.89";"A";"89.93";"A";"89.94";"A";"89.93";"A";"89.88";"A";"89.9";"A";"89.87";"A";"89.91";"A";"89.79";"A";"89.87";"A";"89.83";"A";"89.61";"A"
"2023-01";"91.12";"A";"90.84";"A";"90.91";"A";"90.79";"A";"90.79";"A";"90.64";"A";"90.66";"A";"90.61";"A";"90.56";"A";"90.57";"A";"90.6";"A";"90.65";"A";"90.3";"A";"90.62";"A"
"2022-12";"88.96";"A";"88.64";"A";"88.87";"A";"88.88";"A";"88.91";"A";"88.8";"A";"88.76";"A";"88.71";"A";"88.68";"A";"88.65";"A";"88.62";"A";"88.71";"A";"88.55";"A";"88.75";"A"
"2022-11";"89.16";"A";"88.99";"A";"89.16";"A";"89.15";"A";"89.15";"A";"88.89";"A";"88.92";"A";"88.86";"A";"88.86";"A";"88.78";"A";"88.74";"A";"88.85";"A";"88.78";"A";"88.96";"A"
"2022-10";"86.75";"A";"86.64";"A";"86.75";"A";"86.74";"A";"86.74";"A";"86.52";"A";"86.68";"A";"86.62";"A";"86.63";"A";"86.57";"A";"86.6";"A";"86.67";"A";"86.64";"A";"86.75";"A"
"2022-09";"84.71";"A";"84.63";"A";"84.65";"A";"84.65";"A";"84.65";"A";"85.16";"A";"85.41";"A";"85.12";"A";"85.13";"A";"85.14";"A";"85.03";"A";"85.04";"A";"85.17";"A";"85.03";"A"
"2022-08";"82.65";"A";"82.74";"A";"82.71";"A";"82.73";"A";"82.72";"A";"82.83";"A";"82.68";"A";"82.42";"A";"82.42";"A";"82.37";"A";"82.37";"A";"82.36";"A";"82.39";"A";"82.41";"A"
"2022-07";"88.75";"A";"88.81";"A";"88.73";"A";"88.72";"A";"88.71";"A";"88.85";"A";"88.67";"A";"88.86";"A";"88.89";"A";"88.76";"A";"88.81";"A";"88.8";"A";"88.87";"A";"88.87";"A"
"2022-06";"96.07";"A";"96.11";"A";"95.84";"A";"95.88";"A";"95.87";"A";"96.0";"A";"95.83";"A";"96.06";"A";"96.1";"A";"95.95";"A";"96.3";"A";"96.18";"A";"96.15";"A";"96.09";"A"
"2022-05";"93.18";"A";"93.22";"A";"93.17";"A";"93.18";"A";"93.17";"A";"93.16";"A";"92.99";"A";"93.12";"A";"93.15";"A";"93.25";"A";"93.53";"A";"93.2";"A";"93.21";"A";"93.27";"A"
"2022-04";"95.32";"A";"95.45";"A";"95.23";"A";"95.24";"A";"95.24";"A";"95.23";"A";"95.09";"A";"95.17";"A";"95.18";"A";"95.25";"A";"95.04";"A";"94.83";"A";"95.02";"A";"94.99";"A"
"2022-03";"98.86";"A";"99.08";"A";"99.24";"A";"99.25";"A";"99.25";"A";"98.74";"A";"99.04";"A";"99.05";"A";"99.04";"A";"99.22";"A";"98.85";"A";"99.19";"A";"99.37";"A";"99.05";"A"
"2022-02";"97.49";"A";"97.63";"A";"97.34";"A";"97.38";"A";"97.38";"A";"97.37";"A";"97.34";"A";"97.36";"A";"97.35";"A";"97.38";"A";"97.29";"A";"97.36";"A";"97.36";"A";"97.23";"A"
"2022-01";"98.07";"A";"97.85";"A";"97.98";"A";"97.83";"A";"97.83";"A";"97.75";"A";"97.8";"A";"97.74";"A";"97.71";"A";"97.71";"A";"97.78";"A";"97.82";"A";"97.58";"A";"97.81";"A"
"2021-12";"98.86";"A";"98.74";"A";"98.74";"A";"98.78";"A";"98.8";"A";"98.83";"A";"98.89";"A";"98.93";"A";"98.9";"A";"98.92";"A";"98.91";"A";"99.02";"A";"98.9";"A";"99.05";"A"
"2021-11";"97.55";"A";"97.51";"A";"97.67";"A";"97.66";"A";"97.68";"A";"97.53";"A";"97.52";"A";"97.49";"A";"97.48";"A";"97.44";"A";"97.41";"A";"97.48";"A";"97.41";"A";"97.52";"A"
"2021-10";"78.95";"A";"78.87";"A";"78.83";"A";"78.82";"A";"78.81";"A";"78.68";"A";"78.74";"A";"78.7";"A";"78.7";"A";"78.68";"A";"78.75";"A";"78.8";"A";"78.76";"A";"78.82";"A"
"2021-09";"100.19";"A";"100.11";"A";"100.06";"A";"100.04";"A";"100.05";"A";"100.51";"A";"100.7";"A";"100.46";"A";"100.47";"A";"100.44";"A";"100.28";"A";"100.28";"A";"100.45";"A";"100.35";"A"
"2021-08";"100.68";"A";"100.75";"A";"100.79";"A";"100.81";"A";"100.8";"A";"100.9";"A";"100.78";"A";"100.62";"A";"100.62";"A";"100.57";"A";"100.57";"A";"100.53";"A";"100.53";"A";"100.51";"A"
"2021-07";"101.88";"A";"101.85";"A";"101.84";"A";"101.85";"A";"101.84";"A";"101.84";"A";"101.71";"A";"101.8";"A";"101.81";"A";"101.76";"A";"101.84";"A";"101.72";"A";"101.64";"A";"101.53";"A"
"2021-06";"103.55";"A";"103.64";"A";"103.47";"A";"103.54";"A";"103.53";"A";"103.63";"A";"103.48";"A";"103.65";"A";"103.67";"A";"103.55";"A";"103.75";"A";"103.64";"A";"103.66";"A";"103.64";"A"
"2021-05";"103.99";"A";"104.06";"A";"104.0";"A";"104.0";"A";"104.0";"A";"104.1";"A";"104.04";"A";"104.16";"A";"104.17";"A";"104.26";"A";"104.5";"A";"104.32";"A";"104.33";"A";"104.32";"A"
"2021-04";"103.3";"A";"103.42";"A";"103.27";"A";"103.29";"A";"103.29";"A";"103.31";"A";"103.24";"A";"103.35";"A";"103.36";"A";"103.43";"A";"103.35";"A";"103.17";"A";"103.26";"A";"103.19";"A"
"2021-03";"101.9";"A";"102.03";"A";"102.28";"A";"102.29";"A";"102.29";"A";"101.85";"A";"102.15";"A";"102.15";"A";"102.14";"A";"102.27";"A";"102.0";"A";"102.31";"A";"102.48";"A";"102.38";"A"
"2021-02";"103.6";"A";"103.67";"A";"103.58";"A";"103.6";"A";"103.6";"A";"103.61";"A";"103.59";"A";"103.61";"A";"103.61";"A";"103.62";"A";"103.59";"A";"103.64";"A";"103.67";"A";"103.65";"A"
"2021-01";"105.55";"A";"105.35";"A";"105.46";"A";"105.32";"A";"105.32";"A";"105.2";"A";"105.16";"A";"105.07";"A";"105.07";"A";"105.04";"A";"105.07";"A";"105.09";"A";"104.92";"A";"105.04";"A"
"2020-12";"103.96";"A";"103.96";"A";"104.0";"A";"104.01";"A";"104.01";"A";"103.93";"A";"103.91";"A";"103.89";"A";"103.89";"A";"103.84";"A";"103.72";"A";"103.71";"A";"103.6";"A";"103.66";"A"
"2020-11";"104.95";"A";"104.93";"A";"104.99";"A";"105.01";"A";"105.01";"A";"105.06";"A";"105.12";"A";"105.08";"A";"105.08";"A";"105.07";"A";"105.09";"A";"105.07";"A";"104.98";"A";"104.98";"A"
"2020-10";"106.98";"A";"106.86";"A";"106.7";"A";"106.7";"A";"106.69";"A";"106.6";"A";"106.58";"A";"106.54";"A";"106.54";"A";"106.53";"A";"106.62";"A";"106.62";"A";"106.53";"A";"106.56";"A"
"2020-09";"107.17";"A";"107.18";"A";"107.2";"A";"107.19";"A";"107.2";"A";"107.45";"A";"107.52";"A";"107.41";"A";"107.41";"A";"107.37";"A";"107.2";"A";"107.2";"A";"107.33";"A";"107.28";"A"
"2020-08";"106.49";"A";"106.52";"A";"106.47";"A";"106.47";"A";"106.47";"A";"106.59";"A";"106.54";"A";"106.47";"A";"106.48";"A";"106.45";"A";"106.46";"A";"106.45";"A";"106.46";"A";"106.43";"A"
"2020-07";"104.96";"A";"104.88";"A";"104.63";"A";"104.62";"A";"104.61";"A";"104.65";"A";"104.64";"A";"104.68";"A";"104.67";"A";"104.67";"A";"104.75";"A";"104.76";"A";"104.77";"A";"104.76";"A"
"2020-06";"97.65";"A";"97.73";"A";"97.7";"A";"97.78";"A";"97.77";"A";"97.86";"A";"97.77";"A";"97.85";"A";"97.87";"A";"97.83";"A";"97.92";"A";"97.81";"A";"97.77";"A";"97.67";"A"
"2020-05";"61.75";"A";"61.73";"A";"61.74";"A";"61.73";"A";"61.73";"A";"61.68";"A";"61.6";"A";"61.57";"A";"61.59";"A";"61.55";"A";"61.56";"A";"61.52";"A";"61.55";"A";"61.57";"A"
"2020-04";"72.28";"A";"72.36";"A";"72.27";"A";"72.26";"A";"72.26";"A";"72.26";"A";"72.23";"A";"72.28";"A";"72.28";"A";"72.28";"A";"72.25";"A";"72.2";"A";"72.24";"A";"72.24";"A"
"2020-03";"108.8";"A";"108.92";"A";"109.24";"A";"109.26";"A";"109.25";"A";"108.97";"A";"109.21";"A";"109.2";"A";"109.19";"A";"109.28";"A";"109.14";"A";"109.29";"A";"109.35";"A";"109.31";"A"
"2020-02";"112.83";"A";"112.6";"A";"112.59";"A";"112.58";"A";"112.58";"A";"112.49";"A";"112.34";"A";"112.29";"A";"112.31";"A";"112.27";"A";"112.08";"A";"111.92";"A";"111.61";"A";"111.29";"A"
"2020-01";"112.32";"A";"112.17";"A";"112.18";"A";"112.11";"A";"112.1";"A";"112.06";"A";"112.06";"A";"112.06";"A";"112.05";"A";"112.08";"A";"112.15";"A";"112.13";"A";"112.02";"A";"112.01";"A"
"2019-12";"113.09";"A";"113.15";"A";"113.36";"A";"113.38";"A";"113.39";"A";"113.41";"A";"113.4";"A";"113.4";"A";"113.4";"A";"113.4";"A";"113.35";"A";"113.31";"A";"113.22";"A";"113.17";"A"
"2019-11";"115.81";"A";"115.73";"A";"115.58";"A";"115.58";"A";"115.58";"A";"115.53";"A";"115.54";"A";"115.45";"A";"115.46";"A";"115.44";"A";"115.44";"A";"115.41";"A";"115.3";"A";"115.26";"A"
"2019-10";"118.69";"A";"118.65";"A";"118.53";"A";"118.53";"A";"118.52";"A";"118.44";"A";"118.44";"A";"118.46";"A";"118.45";"A";"118.44";"A";"118.45";"A";"118.41";"A";"118.31";"A";"118.32";"A"
"2019-09";"115.42";"A";"115.44";"A";"115.48";"A";"115.48";"A";"115.49";"A";"115.73";"A";"115.81";"A";"115.73";"A";"115.73";"A";"115.7";"A";"115.62";"A";"115.61";"A";"115.71";"A";"115.68";"A"
"2019-08";"113.12";"A";"113.05";"A";"112.9";"A";"112.89";"A";"112.89";"A";"112.87";"A";"112.75";"A";"112.67";"A";"112.68";"A";"112.67";"A";"112.68";"A";"112.7";"A";"112.7";"A";"112.69";"A"
"2019-07";"105.64";"A";"105.64";"A";"105.66";"A";"105.66";"A";"105.65";"A";"105.6";"A";"105.57";"A";"105.58";"A";"105.58";"A";"105.54";"A";"105.47";"A";"105.44";"A";"105.44";"A";"105.47";"A"
"2019-06";"97.17";"A";"97.18";"A";"97.07";"A";"97.12";"A";"97.12";"A";"97.14";"A";"97.04";"A";"97.04";"A";"97.06";"A";"97.03";"A";"97.1";"A";"97.05";"A";"97.0";"A";"96.91";"A"
"2019-05";"91.38";"A";"91.33";"A";"91.37";"A";"91.37";"A";"91.37";"A";"91.33";"A";"91.29";"A";"91.3";"A";"91.3";"A";"91.33";"A";"91.4";"A";"91.35";"A";"91.35";"A";"91.31";"A"
"2019-04";"114.91";"A";"115.09";"A";"115.21";"A";"115.22";"A";"115.22";"A";"115.2";"A";"115.18";"A";"115.22";"A";"115.22";"A";"115.22";"A";"115.14";"A";"115.06";"A";"115.1";"A";"115.09";"A"
"2019-03";"116.74";"A";"116.75";"A";"116.8";"A";"116.78";"A";"116.78";"A";"116.6";"A";"116.68";"A";"116.62";"A";"116.62";"A";"116.67";"A";"116.65";"A";"116.79";"A";"116.86";"A";"116.9";"A"
"2019-02";"119.64";"A";"119.68";"A";"119.73";"A";"119.71";"A";"119.71";"A";"119.72";"A";"119.66";"A";"119.77";"A";"119.76";"A";"119.78";"A";"119.85";"A";"119.95";"A";"120.07";"A";"120.23";"A"
"2019-01";"119.55";"A";"119.48";"A";"119.37";"A";"119.35";"A";"119.35";"A";"119.32";"A";"119.32";"A";"119.3";"A";"119.3";"A";"119.29";"A";"119.26";"A";"119.26";"A";"119.22";"A";"119.21";"A"
"2018-12";"117.76";"A";"117.7";"A";"117.58";"A";"117.56";"A";"117.56";"A";"117.61";"A";"117.59";"A";"117.51";"A";"117.52";"A";"117.48";"A";"117.47";"A";"117.53";"A";"117.57";"A";"117.61";"A"
"2018-11";"118.42";"A";"118.37";"A";"118.17";"A";"118.17";"A";"118.17";"A";"118.24";"A";"118.36";"A";"118.33";"A";"118.32";"A";"118.36";"A";"118.41";"A";"118.38";"A";"118.32";"A";"118.26";"A"
"2018-10";"119.77";"A";"119.77";"A";"119.65";"A";"119.65";"A";"119.64";"A";"119.63";"A";"119.64";"A";"119.63";"A";"119.62";"A";"119.59";"A";"119.57";"A";"119.58";"A";"119.58";"A";"119.64";"A"
"2018-09";"118.37";"A";"118.35";"A";"118.37";"A";"118.35";"A";"118.36";"A";"118.33";"A";"118.28";"A";"118.21";"A";"118.23";"A";"118.17";"A";"118.11";"A";"118.11";"A";"118.12";"A";"118.12";"A"
"2018-08";"119.23";"A";"119.17";"A";"119.05";"A";"119.05";"A";"119.05";"A";"119.07";"A";"119.03";"A";"119.04";"A";"119.04";"A";"119.08";"A";"119.11";"A";"119.09";"A";"119.03";"A";"118.95";"A"
"2018-07";"122.03";"A";"122.1";"A";"122.29";"A";"122.31";"A";"122.31";"A";"122.37";"A";"122.43";"A";"122.48";"A";"122.47";"A";"122.49";"A";"122.46";"A";"122.38";"A";"122.31";"A";"122.21";"A"
"2018-06";"121.58";"A";"121.55";"A";"121.38";"A";"121.44";"A";"121.44";"A";"121.45";"A";"121.33";"A";"121.32";"A";"121.34";"A";"121.31";"A";"121.37";"A";"121.36";"A";"121.37";"A";"121.34";"A"
"2018-05";"118.6";"A";"118.51";"A";"118.29";"A";"118.26";"A";"118.26";"A";"118.23";"A";"118.24";"A";"118.2";"A";"118.2";"A";"118.19";"A";"118.25";"A";"118.3";"A";"118.36";"A";"118.41";"A"
"2018-04";"121.27";"A";"121.42";"A";"121.46";"A";"121.46";"A";"121.46";"A";"121.51";"A";"121.54";"A";"121.54";"A";"121.55";"A";"121.56";"A";"121.52";"A";"121.5";"A";"121.54";"A";"121.51";"A"
"2018-03";"120.7";"A";"120.64";"A";"120.59";"A";"120.58";"A";"120.58";"A";"120.49";"A";"120.46";"A";"120.41";"A";"120.42";"A";"120.43";"A";"120.43";"A";"120.45";"A";"120.48";"A";"120.49";"A"
"2018-02";"116.39";"A";"116.44";"A";"116.51";"A";"116.49";"A";"116.49";"A";"116.49";"A";"116.41";"A";"116.55";"A";"116.54";"A";"116.57";"A";"116.67";"A";"116.77";"A";"116.93";"A";"117.12";"A"
"2018-01";"116.75";"A";"116.76";"A";"116.75";"A";"116.73";"A";"116.73";"A";"116.68";"A";"116.67";"A";"116.66";"A";"116.66";"A";"116.64";"A";"116.57";"A";"116.58";"A";"116.56";"A";"116.56";"A"
"2017-12";"118.59";"A";"118.53";"A";"118.41";"A";"118.39";"A";"118.39";"A";"118.34";"A";"118.29";"A";"118.24";"A";"118.24";"A";"118.26";"A";"118.28";"A";"118.32";"A";"118.27";"A";"118.22";"A"
"2017-11";"120.95";"A";"120.94";"A";"120.83";"A";"120.85";"A";"120.85";"A";"120.96";"A";"121.17";"A";"121.17";"A";"121.16";"A";"121.23";"A";"121.28";"A";"121.16";"A";"121.02";"A";"120.87";"A"
"2017-10";"116.62";"A";"116.65";"A";"116.68";"A";"116.69";"A";"116.69";"A";"116.69";"A";"116.72";"A";"116.69";"A";"116.69";"A";"116.69";"A";"116.68";"A";"116.65";"A";"116.6";"A";"116.57";"A"
"2017-09";"116.51";"A";"116.47";"A";"116.41";"A";"116.39";"A";"116.39";"A";"116.32";"A";"116.23";"A";"116.22";"A";"116.22";"A";"116.2";"A";"116.17";"A";"116.2";"A";"116.21";"A";"116.23";"A"
"2017-08";"114.58";"A";"114.53";"A";"114.39";"A";"114.38";"A";"114.38";"A";"114.36";"A";"114.35";"A";"114.33";"A";"114.34";"A";"114.33";"A";"114.31";"A";"114.3";"A";"114.28";"A";"114.27";"A"
"2017-07";"114.1";"A";"114.06";"A";"114.15";"A";"114.15";"A";"114.15";"A";"114.09";"A";"114.05";"A";"113.95";"A";"113.98";"A";"113.91";"A";"113.83";"A";"113.76";"A";"113.74";"A";"113.72";"A"
"2017-06";"117.5";"A";"117.48";"A";"117.36";"A";"117.39";"A";"117.39";"A";"117.41";"A";"117.37";"A";"117.41";"A";"117.4";"A";"117.45";"A";"117.53";"A";"117.49";"A";"117.41";"A";"117.29";"A"
"2017-05";"118.98";"A";"119.0";"A";"118.98";"A";"118.96";"A";"118.95";"A";"118.86";"A";"118.83";"A";"118.82";"A";"118.82";"A";"118.79";"A";"118.75";"A";"118.77";"A";"118.81";"A";"118.87";"A"
"2017-04";"118.76";"A";"118.82";"A";"118.81";"A";"118.8";"A";"118.81";"A";"118.76";"A";"118.71";"A";"118.65";"A";"118.67";"A";"118.65";"A";"118.62";"A";"118.61";"A";"118.6";"A";"118.56";"A"
"2017-03";"115.52";"A";"115.5";"A";"115.35";"A";"115.34";"A";"115.34";"A";"115.34";"A";"115.37";"A";"115.37";"A";"115.37";"A";"115.38";"A";"115.39";"A";"115.43";"A";"115.48";"A";"115.52";"A"
"2017-02";"112.88";"A";"112.93";"A";"112.99";"A";"112.98";"A";"112.98";"A";"112.99";"A";"112.91";"A";"113.04";"A";"113.03";"A";"113.06";"A";"113.15";"A";"113.26";"A";"113.42";"A";"113.61";"A"
"2017-01";"118.45";"A";"118.47";"A";"118.56";"A";"118.56";"A";"118.56";"A";"118.57";"A";"118.58";"A";"118.57";"A";"118.57";"A";"118.56";"A";"118.5";"A";"118.46";"A";"118.44";"A";"118.42";"A"
"2016-12";"119.87";"A";"119.86";"A";"119.83";"A";"119.82";"A";"119.81";"A";"119.74";"A";"119.69";"A";"119.66";"A";"119.66";"A";"119.67";"A";"119.68";"A";"119.67";"A";"119.63";"A";"119.61";"A"
"2016-11";"118.97";"A";"118.97";"A";"118.93";"A";"118.92";"A";"118.92";"A";"118.92";"A";"119.05";"A";"118.96";"A";"118.97";"A";"118.94";"A";"118.89";"A";"118.85";"A";"118.81";"A";"118.78";"A"
"2016-10";"121.02";"A";"121.02";"A";"120.98";"A";"120.97";"A";"120.98";"A";"120.96";"A";"120.94";"A";"120.85";"A";"120.86";"A";"120.82";"A";"120.81";"A";"120.82";"A";"120.83";"A";"120.84";"A"
"2016-09";"120.88";"A";"120.87";"A";"120.83";"A";"120.83";"A";"120.83";"A";"120.78";"A";"120.71";"A";"120.81";"A";"120.8";"A";"120.83";"A";"120.83";"A";"120.81";"A";"120.73";"A";"120.68";"A"
"2016-08";"124.62";"A";"124.62";"A";"124.58";"A";"124.57";"A";"124.57";"A";"124.51";"A";"124.48";"A";"124.47";"A";"124.47";"A";"124.45";"A";"124.39";"A";"124.39";"A";"124.39";"A";"124.4";"A"
"2016-07";"124.27";"A";"124.27";"A";"124.23";"A";"124.21";"A";"124.22";"A";"124.18";"A";"124.12";"A";"124.04";"A";"124.05";"A";"124.03";"A";"124.03";"A";"124.07";"A";"124.11";"A";"124.11";"A"
"2016-06";"124.33";"A";"124.33";"A";"124.29";"A";"124.29";"A";"124.29";"A";"124.27";"A";"124.25";"A";"124.25";"A";"124.26";"A";"124.24";"A";"124.23";"A";"124.22";"A";"124.22";"A";"124.23";"A"
"2016-05";"125.14";"A";"125.13";"A";"125.09";"A";"125.1";"A";"125.09";"A";"125.05";"A";"125.05";"A";"125.04";"A";"125.04";"A";"125.02";"A";"124.99";"A";"124.96";"A";"124.99";"A";"125.01";"A"
"2016-04";"128.17";"A";"128.16";"A";"128.12";"A";"128.12";"A";"128.12";"A";"128.08";"A";"128.02";"A";"127.97";"A";"127.98";"A";"127.97";"A";"127.98";"A";"128.0";"A";"128.06";"A";"128.09";"A"
"2016-03";"130.6";"A";"130.59";"A";"130.55";"A";"130.54";"A";"130.54";"A";"130.46";"A";"130.46";"A";"130.46";"A";"130.46";"A";"130.46";"A";"130.41";"A";"130.37";"A";"130.3";"A";"130.23";"A"
